ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL
23,Monte Carlo,Monte Carlo Masters,14/04/03,Masters,Outdoor,Clay,1st Round,3,Norman M.,Lapentti N.,94,42,6,3,6,3,,,,,,,2,0,Completed,2.1,1.667,2,1.75,2,1.55,1.9,1.8,2.09,1.52
23,Monte Carlo,Monte Carlo Masters,14/04/03,Masters,Outdoor,Clay,1st Round,3,Portas A.,Roddick A.,96,6,7,6,6,3,,,,,,,2,0,Completed,3.75,1.25,,,3,1.25,,,3.35,1.21
23,Monte Carlo,Monte Carlo Masters,14/04/03,Masters,Outdoor,Clay,1st Round,3,Schuettler R.,Santoro F.,13,52,6,1,6,2,,,,,,,2,0,Completed,1.533,2.375,1.6,2.25,1.55,2,1.667,2.1,1.44,2.26
23,Monte Carlo,Monte Carlo Masters,14/04/03,Masters,Outdoor,Clay,1st Round,3,Spadea V.,Youzhny M.,39,30,6,1,6,2,,,,,,,2,0,Completed,2.25,1.571,2.2,1.63,1.85,1.65,2,1.727,2.17,1.48
23,Monte Carlo,Monte Carlo Masters,14/04/03,Masters,Outdoor,Clay,1st Round,3,Vicente F.,Escude N.,63,62,6,4,6,3,,,,,,,2,0,Completed,1.667,2.1,1.68,2.1,1.6,1.9,1.667,2.1,1.62,1.93
23,Monte Carlo,Monte Carlo Masters,14/04/03,Masters,Outdoor,Clay,1st Round,3,Volandri F.,Stepanek R.,131,51,6,4,6,3,,,,,,,2,0,Completed,2.2,1.61,,,1.85,1.65,,,,
23,Monte Carlo,Monte Carlo Masters,15/04/03,Masters,Outdoor,Clay,1st Round,3,Benneteau J.,Sluiter R.,192,66,3,6,6,1,7,6,,,,,2,1,Completed,2.1,1.667,2.05,1.72,2,1.55,,,2.17,1.48
23,Monte Carlo,Monte Carlo Masters,15/04/03,Masters,Outdoor,Clay,1st Round,3,Blake J.,Hrbaty D.,24,54,6,3,3,6,6,2,,,,,2,1,Completed,1.615,2.2,1.75,2,1.65,1.85,1.667,2.1,1.61,1.94
23,Monte Carlo,Monte Carlo Masters,15/04/03,Masters,Outdoor,Clay,1st Round,3,Boutter J.,Mirnyi M.,82,31,7,6,3,6,6,3,,,,,2,1,Completed,2.2,1.615,2,1.75,,,2,1.727,1.95,1.6
23,Monte Carlo,Monte Carlo Masters,15/04/03,Masters,Outdoor,Clay,1st Round,3,Chela J.I.,Calleri A.,33,32,6,4,6,1,,,,,,,2,0,Completed,2.1,1.667,2,1.75,1.9,1.6,2,1.727,1.88,1.66
23,Monte Carlo,Monte Carlo Masters,15/04/03,Masters,Outdoor,Clay,1st Round,3,Coria G.,Acasuso J.,26,45,6,2,6,2,,,,,,,2,0,Completed,1.4,2.75,1.4,2.8,1.3,2.7,1.364,2.875,1.29,2.87
23,Monte Carlo,Monte Carlo Masters,15/04/03,Masters,Outdoor,Clay,1st Round,3,Costa A.,Davydenko N.,7,44,6,2,6,2,,,,,,,2,0,Completed,1.4,2.75,1.28,3.3,1.35,2.5,1.286,3.25,1.14,4.05
23,Monte Carlo,Monte Carlo Masters,15/04/03,Masters,Outdoor,Clay,1st Round,3,Ferreira W.,Bjorkman J.,29,70,6,4,2,6,7,5,,,,,2,1,Completed,1.4,2.75,1.36,3,1.35,2.5,,,1.35,2.6
23,Monte Carlo,Monte Carlo Masters,15/04/03,Masters,Outdoor,Clay,1st Round,3,Kafelnikov Y.,El Aynaoui Y.,27,18,6,2,6,7,6,1,,,,,2,1,Completed,2.25,1.571,2.15,1.65,2.2,1.45,2.2,1.615,2.1,1.51
23,Monte Carlo,Monte Carlo Masters,15/04/03,Masters,Outdoor,Clay,1st Round,3,Lee H.T.,Sanchez D.,53,46,6,1,6,3,,,,,,,2,0,Completed,2.75,1.4,2.9,1.38,2.3,1.4,2.875,1.36,2.7,1.33
23,Monte Carlo,Monte Carlo Masters,15/04/03,Masters,Outdoor,Clay,1st Round,3,Moya C.,Malisse X.,4,28,6,3,6,3,,,,,,,2,0,Completed,1.143,5,1.18,4.5,1.2,3.3,1.143,5,1.15,4
23,Monte Carlo,Monte Carlo Masters,15/04/03,Masters,Outdoor,Clay,1st Round,3,Nadal R.,Kucera K.,109,49,6,1,6,2,,,,,,,2,0,Completed,,,1.45,2.62,1.55,2,1.571,2.25,1.53,2.07
23,Monte Carlo,Monte Carlo Masters,15/04/03,Masters,Outdoor,Clay,1st Round,3,Nieminen J.,Dent T.,38,37,7,6,6,2,,,,,,,2,0,Completed,1.444,2.625,1.36,3,1.4,2.3,1.444,2.625,1.35,2.6
23,Monte Carlo,Monte Carlo Masters,15/04/03,Masters,Outdoor,Clay,1st Round,3,Novak J.,Koubek S.,9,60,6,4,6,4,,,,,,,2,0,Completed,,,1.33,3.15,1.25,3,1.25,3.5,1.25,3.1
23,Monte Carlo,Monte Carlo Masters,15/04/03,Masters,Outdoor,Clay,1st Round,3,Robredo T.,Verkerk M.,25,67,3,6,6,3,6,4,,,,,2,1,Completed,1.286,3.5,1.25,3.7,1.2,3.3,1.2,4,1.17,3.7
23,Monte Carlo,Monte Carlo Masters,15/04/03,Masters,Outdoor,Clay,1st Round,3,Schalken S.,Sanguinetti D.,14,83,6,4,3,1,,,,,,,1,0,Retired,1.5,2.5,1.55,2.35,1.55,2,1.533,2.375,1.5,2.15
23,Monte Carlo,Monte Carlo Masters,15/04/03,Masters,Outdoor,Clay,1st Round,3,Srichaphan P.,Luczak P.,11,134,7,5,3,6,7,6,,,,,2,1,Completed,1.615,2.2,1.42,2.7,1.35,2.5,1.4,2.75,1.28,2.9
23,Monte Carlo,Monte Carlo Masters,16/04/03,Masters,Outdoor,Clay,2nd Round,3,Boutter J.,Srichaphan P.,82,11,6,4,4,6,6,4,,,,,2,1,Completed,1.61,2.2,,,1.6,1.9,1.667,2.1,1.6,1.95
23,Monte Carlo,Monte Carlo Masters,16/04/03,Masters,Outdoor,Clay,2nd Round,3,Chela J.I.,Novak J.,33,9,6,4,6,2,,,,,,,2,0,Completed,1.83,1.83,,,1.75,1.75,1.8,1.909,1.67,1.85
23,Monte Carlo,Monte Carlo Masters,16/04/03,Masters,Outdoor,Clay,2nd Round,3,Coria G.,Blake J.,26,24,6,0,6,7,6,3,,,,,2,1,Completed,,,,,,,,,,
23,Monte Carlo,Monte Carlo Masters,16/04/03,Masters,Outdoor,Clay,2nd Round,3,Ferrero J.C.,Mantilla F.,3,47,3,6,6,2,7,5,,,,,2,1,Completed,1.222,4,1.3,3.35,1.25,3,1.2,4,1.2,3.45
23,Monte Carlo,Monte Carlo Masters,16/04/03,Masters,Outdoor,Clay,2nd Round,3,Gaudio G.,Horna L.,20,81,6,4,6,1,,,,,,,2,0,Completed,1.3,3.25,1.28,3.5,1.35,2.5,,,1.23,3.2
23,Monte Carlo,Monte Carlo Masters,16/04/03,Masters,Outdoor,Clay,2nd Round,3,Ljubicic I.,Portas A.,55,96,6,4,6,3,,,,,,,2,0,Completed,1.667,2.1,1.68,2.1,1.55,2,1.615,2.2,1.6,1.95
23,Monte Carlo,Monte Carlo Masters,16/04/03,Masters,Outdoor,Clay,2nd Round,3,Martin A.,Schuettler R.,65,13,6,2,6,4,,,,,,,2,0,Completed,2.1,1.667,2,1.75,2,1.55,2,1.727,1.98,1.57
23,Monte Carlo,Monte Carlo Masters,16/04/03,Masters,Outdoor,Clay,2nd Round,3,Moya C.,Ferreira W.,4,29,6,4,6,4,,,,,,,2,0,Completed,1.14,5,,,1.15,3.8,1.143,5,1.1,4.65
23,Monte Carlo,Monte Carlo Masters,16/04/03,Masters,Outdoor,Clay,2nd Round,3,Nadal R.,Costa A.,109,7,7,5,6,3,,,,,,,2,0,Completed,4.33,1.2,,,3,1.25,3.25,1.286,3.5,1.18
23,Monte Carlo,Monte Carlo Masters,16/04/03,Masters,Outdoor,Clay,2nd Round,3,Nieminen J.,Kafelnikov Y.,38,27,3,6,6,2,6,2,,,,,2,1,Completed,1.83,1.83,,,2,1.55,2.2,1.615,2.1,1.51
23,Monte Carlo,Monte Carlo Masters,16/04/03,Masters,Outdoor,Clay,2nd Round,3,Norman M.,Kuerten G.,94,15,1,6,7,5,6,2,,,,,2,1,Completed,4.5,1.167,4,1.22,3,1.25,3.5,1.25,4,1.15
23,Monte Carlo,Monte Carlo Masters,16/04/03,Masters,Outdoor,Clay,2nd Round,3,Robredo T.,Benneteau J.,25,192,6,2,6,2,,,,,,,2,0,Completed,1.22,4,,,1.2,3.3,1.2,4,1.17,3.7
23,Monte Carlo,Monte Carlo Masters,16/04/03,Masters,Outdoor,Clay,2nd Round,3,Schalken S.,Lee H.T.,14,53,7,5,6,2,,,,,,,2,0,Completed,1.57,2.25,,,1.4,2.3,1.533,2.375,1.42,2.3
23,Monte Carlo,Monte Carlo Masters,16/04/03,Masters,Outdoor,Clay,2nd Round,3,Spadea V.,Clement A.,39,40,6,7,6,1,6,2,,,,,2,1,Completed,1.833,1.833,1.75,2,1.75,1.75,1.727,2,1.75,1.75
23,Monte Carlo,Monte Carlo Masters,16/04/03,Masters,Outdoor,Clay,2nd Round,3,Vicente F.,Lopez F.,63,59,7,6,6,1,,,,,,,2,0,Completed,2,1.727,2.05,1.72,1.75,1.75,2,1.727,1.92,1.63
23,Monte Carlo,Monte Carlo Masters,16/04/03,Masters,Outdoor,Clay,2nd Round,3,Volandri F.,Nalbandian D.,131,12,6,2,7,6,,,,,,,2,0,Completed,4.5,1.167,4.5,1.18,3.8,1.15,,,4.7,1.09
23,Monte Carlo,Monte Carlo Masters,17/04/03,Masters,Outdoor,Clay,3rd Round,3,Boutter J.,Schalken S.,82,14,7,6,6,4,,,,,,,2,0,Completed,2,1.73,1.95,1.8,1.9,1.6,1.833,1.833,1.8,1.7
23,Monte Carlo,Monte Carlo Masters,17/04/03,Masters,Outdoor,Clay,3rd Round,3,Chela J.I.,Nieminen J.,33,38,6,1,6,1,,,,,,,2,0,Completed,1.444,2.625,1.33,3.1,1.45,2.2,1.4,2.75,1.34,2.65
23,Monte Carlo,Monte Carlo Masters,17/04/03,Masters,Outdoor,Clay,3rd Round,3,Coria G.,Nadal R.,26,109,7,6,6,2,,,,,,,2,0,Completed,1.4,2.75,1.5,2.5,1.5,2.1,1.5,2.5,1.48,2.17
23,Monte Carlo,Monte Carlo Masters,17/04/03,Masters,Outdoor,Clay,3rd Round,3,Ferrero J.C.,Gaudio G.,3,20,3,6,7,5,6,2,,,,,2,1,Completed,1.57,2.25,1.65,2.15,1.55,2,1.667,2.1,1.5,2.15
23,Monte Carlo,Monte Carlo Masters,17/04/03,Masters,Outdoor,Clay,3rd Round,3,Martin A.,Vicente F.,65,63,6,4,7,6,,,,,,,2,0,Completed,,,,,,,,,,
23,Monte Carlo,Monte Carlo Masters,17/04/03,Masters,Outdoor,Clay,3rd Round,3,Moya C.,Robredo T.,4,25,6,2,6,4,,,,,,,2,0,Completed,1.33,3.25,1.3,3.35,1.3,2.7,1.25,3.5,1.23,3.2
23,Monte Carlo,Monte Carlo Masters,17/04/03,Masters,Outdoor,Clay,3rd Round,3,Spadea V.,Ljubicic I.,39,55,1,6,6,4,7,6,,,,,2,1,Completed,2,1.73,2,1.75,1.85,1.65,2,1.727,1.9,1.65
23,Monte Carlo,Monte Carlo Masters,17/04/03,Masters,Outdoor,Clay,3rd Round,3,Volandri F.,Norman M.,131,94,7,5,6,3,,,,,,,2,0,Completed,,,,,,,,,,
23,Monte Carlo,Monte Carlo Masters,18/04/03,Masters,Outdoor,Clay,Quarterfinals,3,Coria G.,Chela J.I.,26,33,6,1,6,1,,,,,,,2,0,Completed,1.727,2,,,1.75,1.75,1.833,1.833,1.68,1.83
23,Monte Carlo,Monte Carlo Masters,18/04/03,Masters,Outdoor,Clay,Quarterfinals,3,Ferrero J.C.,Martin A.,3,65,6,0,6,2,,,,,,,2,0,Completed,1.167,4.5,,,1.25,3,1.222,3.75,1.18,3.5
23,Monte Carlo,Monte Carlo Masters,18/04/03,Masters,Outdoor,Clay,Quarterfinals,3,Moya C.,Boutter J.,4,82,7,6,6,2,,,,,,,2,0,Completed,1.167,4.5,,,1.2,3.3,1.2,4,1.13,4.25
23,Monte Carlo,Monte Carlo Masters,18/04/03,Masters,Outdoor,Clay,Quarterfinals,3,Spadea V.,Volandri F.,39,131,6,1,6,3,,,,,,,2,0,Completed,1.615,2.2,,,1.5,2.1,1.667,2.1,1.36,2.5
23,Monte Carlo,Monte Carlo Masters,19/04/03,Masters,Outdoor,Clay,Semifinals,3,Coria G.,Moya C.,26,4,7,6,6,2,,,,,,,2,0,Completed,2.625,1.444,2.55,1.48,2.2,1.45,2.875,1.364,2.4,1.4
23,Monte Carlo,Monte Carlo Masters,19/04/03,Masters,Outdoor,Clay,Semifinals,3,Ferrero J.C.,Spadea V.,3,39,6,3,6,4,,,,,,,2,0,Completed,1.167,4.5,1.18,4.5,1.15,3.8,,,1.09,4.7
23,Monte Carlo,Monte Carlo Masters,20/04/03,Masters,Outdoor,Clay,The Final,3,Ferrero J.C.,Coria G.,3,26,6,2,6,2,,,,,,,2,0,Completed,1.4,2.75,1.4,2.85,1.35,2.5,1.333,3,1.28,2.9
